date,vendor_id,activity_id,crop_id,crop_name,water_used_l,nutrient_used_ml,energy_used_kwh,temperature_c,humidity_pct,ph,ec_ms_cm,yield_kg,status,location,labor_hours,record_id,farm_name,vendor_name,vendor_category,activity,month,year,month_name,yield_per_100l_water,yield_per_kwh
2026-08-12,V004,AC05,C004,Spinach,510.0,215.0,14.0,24.8,68.0,6.1,1.28,0.0,Done,Nashik,3.5,FB073,Farm B,FarmTech Supplies,Equipment,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-13,V002,AC03,C004,Spinach,560.0,240.0,15.0,25.6,64.0,6.1,1.55,0.0,Done,Nashik,3.5,FB074,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-14,V003,AC05,C002,Tomato,680.0,0.0,17.5,25.9,65.0,6.2,1.5,140.0,Done,Nashik,5.5,FB075,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-08,2026,August,20.588235294117645,8.0
2026-08-15,V002,AC05,C002,Tomato,450.0,180.0,12.0,24.2,72.0,6.0,1.35,0.0,Done,Nashik,3.0,FB076,Farm B,Aqua Solutions,Irrigation,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-16,V003,AC05,C004,Spinach,520.0,220.0,14.2,24.6,69.0,6.1,1.28,0.0,Delayed,Nashik,4.0,FB077,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-17,V001,AC03,C001,Lettuce,550.0,235.0,14.8,25.4,64.0,6.0,1.55,0.0,Done,Nashik,3.0,FB078,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-18,V004,AC03,C003,Cucumber,610.0,260.0,16.0,25.8,65.0,6.2,1.5,0.0,Done,Nashik,3.5,FB079,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-19,V002,AC02,C002,Tomato,580.0,0.0,15.0,24.0,73.0,6.0,1.35,110.0,Done,Nashik,4.5,FB080,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-08,2026,August,18.96551724137931,7.333333333333333
2026-08-20,V002,AC03,C003,Cucumber,500.0,210.0,13.8,24.5,69.0,6.1,1.28,0.0,Done,Nashik,4.0,FB081,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-21,V005,AC04,C004,Spinach,570.0,245.0,15.2,25.5,64.0,6.0,1.55,0.0,Pending,Nashik,3.5,FB082,Farm B,FreshCrop Agro,Seeds,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-22,V002,AC03,C004,Spinach,620.0,265.0,16.2,25.9,65.0,6.2,1.5,0.0,Done,Nashik,4.0,FB083,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-23,V001,AC04,C003,Cucumber,420.0,165.0,11.2,24.1,73.0,6.0,1.35,0.0,Done,Nashik,2.5,FB084,Farm B,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-24,V001,AC03,C004,Spinach,610.0,0.0,16.0,24.7,68.0,6.1,1.3,125.0,Done,Nashik,5.0,FB085,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-08,2026,August,20.491803278688526,7.8125
2026-08-25,V001,AC03,C001,Lettuce,580.0,250.0,15.5,25.6,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB086,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-26,V005,AC05,C001,Lettuce,630.0,270.0,16.5,26.0,65.0,6.2,1.5,0.0,In Progress,Nashik,4.0,FB087,Farm B,FreshCrop Agro,Seeds,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-27,V002,AC01,C001,Lettuce,440.0,175.0,11.8,24.2,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB088,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-28,V004,AC03,C003,Cucumber,480.0,195.0,13.0,24.5,69.0,6.1,1.25,0.0,Done,Nashik,3.0,FB089,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-29,V005,AC03,C001,Lettuce,650.0,0.0,17.0,25.3,65.0,6.1,1.55,130.0,Done,Nashik,5.5,FB090,Farm B,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-08,2026,August,20.0,7.647058823529412
2026-08-30,V004,AC02,C004,Spinach,640.0,275.0,16.8,25.8,66.0,6.2,1.5,0.0,Done,Nashik,4.0,FB091,Farm B,FarmTech Supplies,Equipment,Fertigation,2026-08,2026,August,0.0,0.0
2026-08-31,V002,AC03,C003,Cucumber,450.0,180.0,12.0,24.0,73.0,6.0,1.35,0.0,Pending,Nashik,2.5,FB092,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-06-01,V003,AC02,C004,Spinach,430.0,175.0,12.2,24.3,68.0,6.1,1.25,0.0,Done,Nashik,3.0,FB093,Farm B,AgroCare,Pesticide,Fertigation,2026-06,2026,June,0.0,0.0
2026-06-03,V002,AC01,C003,Cucumber,500.0,215.0,13.8,25.2,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB094,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-06,2026,June,0.0,0.0
2026-05-05,V001,AC05,C001,Lettuce,580.0,0.0,15.5,25.5,65.0,6.2,1.5,115.0,Done,Nashik,5.0,FB095,Farm B,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-05,2026,May,19.82758620689655,7.419354838709677
2026-05-07,V001,AC04,C001,Lettuce,380.0,155.0,10.8,24.0,71.0,6.0,1.35,0.0,Done,Nashik,3.0,FB096,Farm B,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-05,2026,May,0.0,0.0
2026-05-09,V005,AC03,C002,Tomato,450.0,190.0,12.8,24.6,68.0,6.1,1.28,0.0,Pending,Nashik,4.0,FB097,Farm B,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-05,2026,May,0.0,0.0
2026-05-11,V001,AC01,C003,Cucumber,490.0,210.0,13.5,25.3,64.0,6.0,1.55,0.0,Done,Nashik,3.0,FB098,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-05,2026,May,0.0,0.0
2026-05-13,V001,AC01,C003,Cucumber,520.0,220.0,14.0,25.7,65.0,6.2,1.5,0.0,Done,Nashik,3.5,FB099,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-05,2026,May,0.0,0.0
2026-05-15,V003,AC04,C001,Lettuce,470.0,0.0,12.8,24.1,72.0,6.0,1.35,90.0,Done,Nashik,4.5,FB100,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-05,2026,May,19.148936170212767,7.03125
2026-05-17,V003,AC05,C001,Lettuce,460.0,195.0,13.0,24.5,68.0,6.1,1.28,0.0,Done,Nashik,4.0,FB101,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-05,2026,May,0.0,0.0
2026-05-19,V003,AC04,C004,Spinach,510.0,220.0,14.0,25.4,64.0,6.1,1.55,0.0,Delayed,Nashik,3.5,FB102,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-05,2026,May,0.0,0.0
2026-05-21,V001,AC05,C001,Lettuce,600.0,0.0,16.0,25.8,65.0,6.2,1.5,120.0,Done,Nashik,5.5,FB103,Farm B,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-05,2026,May,20.0,7.5
2026-05-23,V004,AC02,C001,Lettuce,400.0,160.0,11.0,24.0,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB104,Farm B,FarmTech Supplies,Equipment,Fertigation,2026-05,2026,May,0.0,0.0
2026-05-25,V003,AC01,C003,Cucumber,570.0,0.0,15.0,24.6,68.0,6.1,1.3,110.0,Done,Nashik,5.0,FB105,Farm B,AgroCare,Pesticide,Irrigation,2026-05,2026,May,19.298245614035086,7.333333333333333
2026-05-27,V002,AC05,C003,Cucumber,520.0,225.0,14.2,25.5,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB106,Farm B,Aqua Solutions,Irrigation,Plant Health Scouting,2026-05,2026,May,0.0,0.0
2026-05-29,V001,AC02,C002,Tomato,540.0,230.0,14.5,25.7,65.0,6.2,1.5,0.0,In Progress,Nashik,4.0,FB107,Farm B,GreenGrow Agro,Fertilizer,Fertigation,2026-05,2026,May,0.0,0.0
2026-07-01,V005,AC01,C001,Lettuce,410.0,165.0,11.2,24.1,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB108,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-03,V004,AC03,C001,Lettuce,440.0,180.0,12.5,24.4,69.0,6.1,1.25,0.0,Done,Nashik,3.0,FB109,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-05,V005,AC04,C001,Lettuce,620.0,0.0,16.2,25.3,64.0,6.1,1.55,120.0,Done,Nashik,5.5,FB110,Farm B,FreshCrop Agro,Seeds,Climate Monitoring,2026-07,2026,July,19.35483870967742,7.407407407407407
2026-07-07,V002,AC03,C001,Lettuce,560.0,240.0,15.0,25.8,65.0,6.2,1.5,0.0,Done,Nashik,4.0,FB111,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-09,V002,AC03,C004,Spinach,420.0,170.0,11.5,24.0,72.0,6.0,1.35,0.0,Pending,Nashik,2.5,FB112,Farm B,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-11,V003,AC05,C004,Spinach,490.0,205.0,13.5,24.7,68.0,6.1,1.28,0.0,Done,Nashik,3.5,FB113,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-13,V004,AC04,C003,Cucumber,530.0,230.0,14.5,25.5,64.0,6.1,1.55,0.0,Done,Nashik,3.5,FB114,Farm B,FarmTech Supplies,Equipment,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-15,V001,AC03,C001,Lettuce,650.0,0.0,16.8,25.8,65.0,6.2,1.5,130.0,Done,Nashik,5.5,FB115,Farm B,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-07,2026,July,20.0,7.738095238095238
2026-07-17,V003,AC04,C002,Tomato,430.0,175.0,11.8,24.2,72.0,6.0,1.35,0.0,Done,Nashik,3.0,FB116,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-07-19,V003,AC01,C004,Spinach,500.0,210.0,13.8,24.6,69.0,6.1,1.28,0.0,Delayed,Nashik,4.0,FB117,Farm B,AgroCare,Pesticide,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-21,V004,AC05,C003,Cucumber,550.0,235.0,14.8,25.4,64.0,6.0,1.55,0.0,Done,Nashik,3.0,FB118,Farm B,FarmTech Supplies,Equipment,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-23,V003,AC05,C001,Lettuce,580.0,245.0,15.2,25.9,65.0,6.2,1.5,0.0,Done,Nashik,3.5,FB119,Farm B,AgroCare,Pesticide,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-25,V002,AC01,C001,Lettuce,560.0,0.0,14.5,24.1,73.0,6.0,1.35,105.0,Done,Nashik,4.5,FB120,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-07,2026,July,18.75,7.241379310344827
2026-07-27,V003,AC01,C002,Tomato,510.0,215.0,14.0,24.5,69.0,6.1,1.28,0.0,Done,Nashik,4.0,FB121,Farm B,AgroCare,Pesticide,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-29,V002,AC05,C004,Spinach,560.0,240.0,15.0,25.6,64.0,6.0,1.55,0.0,Pending,Nashik,3.5,FB122,Farm B,Aqua Solutions,Irrigation,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-31,V004,AC04,C004,Spinach,610.0,260.0,16.0,25.9,65.0,6.2,1.5,0.0,Done,Nashik,4.0,FB123,Farm B,FarmTech Supplies,Equipment,Climate Monitoring,2026-07,2026,July,0.0,0.0
2026-08-02,V002,AC02,C001,Lettuce,440.0,175.0,11.8,24.0,73.0,6.0,1.35,0.0,Done,Nashik,2.5,FB124,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-08,2026,August,0.0,0.0
2026-08-04,V003,AC04,C003,Cucumber,600.0,0.0,15.8,24.7,68.0,6.1,1.3,120.0,Done,Nashik,5.0,FB125,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-08,2026,August,20.0,7.594936708860759
2026-08-06,V002,AC02,C001,Lettuce,570.0,245.0,15.2,25.5,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB126,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-08,2026,August,0.0,0.0
2026-08-08,V001,AC01,C002,Tomato,620.0,265.0,16.2,25.9,65.0,6.2,1.5,0.0,In Progress,Nashik,4.0,FB127,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-10,V001,AC01,C004,Spinach,430.0,170.0,11.5,24.1,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB128,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-12,V004,AC03,C001,Lettuce,470.0,190.0,12.8,24.5,69.0,6.1,1.25,0.0,Done,Nashik,3.0,FB129,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-14,V005,AC05,C001,Lettuce,640.0,0.0,16.8,25.3,64.0,6.1,1.55,125.0,Done,Nashik,5.5,FB130,Farm B,FreshCrop Agro,Seeds,Plant Health Scouting,2026-08,2026,August,19.53125,7.44047619047619
2026-08-16,V002,AC04,C004,Spinach,630.0,270.0,16.5,25.8,66.0,6.2,1.5,0.0,Done,Nashik,4.0,FB131,Farm B,Aqua Solutions,Irrigation,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-18,V002,AC01,C003,Cucumber,450.0,180.0,12.0,24.0,73.0,6.0,1.35,0.0,Pending,Nashik,2.5,FB132,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-20,V001,AC05,C001,Lettuce,520.0,220.0,14.2,24.8,68.0,6.1,1.28,0.0,Done,Nashik,3.5,FB133,Farm B,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-22,V005,AC03,C002,Tomato,580.0,250.0,15.5,25.6,64.0,6.1,1.55,0.0,Done,Nashik,3.5,FB134,Farm B,FreshCrop Agro,Seeds,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-24,V005,AC01,C004,Spinach,700.0,0.0,18.0,26.0,65.0,6.2,1.5,145.0,Done,Nashik,5.5,FB135,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-08,2026,August,20.714285714285715,8.055555555555555
2026-08-26,V005,AC01,C001,Lettuce,460.0,185.0,12.2,24.2,72.0,6.0,1.35,0.0,Done,Nashik,3.0,FB136,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-28,V002,AC01,C003,Cucumber,530.0,225.0,14.5,24.6,69.0,6.1,1.28,0.0,Delayed,Nashik,4.0,FB137,Farm B,Aqua Solutions,Irrigation,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-30,V004,AC03,C001,Lettuce,590.0,255.0,15.8,25.5,64.0,6.0,1.55,0.0,Done,Nashik,3.0,FB138,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-31,V005,AC01,C001,Lettuce,650.0,280.0,17.0,25.9,65.0,6.2,1.5,0.0,Done,Nashik,3.5,FB139,Farm B,FreshCrop Agro,Seeds,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-01,V005,AC05,C003,Cucumber,590.0,0.0,15.2,24.1,73.0,6.0,1.35,115.0,Done,Nashik,4.5,FB140,Farm B,FreshCrop Agro,Seeds,Plant Health Scouting,2026-08,2026,August,19.491525423728813,7.565789473684211
2026-08-03,V001,AC01,C002,Tomato,510.0,215.0,13.8,24.5,69.0,6.1,1.28,0.0,Done,Nashik,4.0,FB141,Farm B,GreenGrow Agro,Fertilizer,Irrigation,2026-08,2026,August,0.0,0.0
2026-08-05,V005,AC04,C001,Lettuce,560.0,240.0,15.0,25.4,64.0,6.0,1.55,0.0,Pending,Nashik,3.5,FB142,Farm B,FreshCrop Agro,Seeds,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-07,V001,AC05,C004,Spinach,620.0,265.0,16.2,25.8,65.0,6.2,1.5,0.0,Done,Nashik,4.0,FB143,Farm B,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-09,V001,AC04,C004,Spinach,420.0,165.0,11.2,24.0,73.0,6.0,1.35,0.0,Done,Nashik,2.5,FB144,Farm B,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-11,V003,AC03,C004,Spinach,600.0,0.0,15.8,24.7,68.0,6.1,1.3,120.0,Done,Nashik,5.0,FB145,Farm B,AgroCare,Pesticide,Cleaning & Sanitization,2026-08,2026,August,20.0,7.594936708860759
2026-08-13,V004,AC03,C001,Lettuce,570.0,245.0,15.2,25.5,64.0,6.0,1.55,0.0,Done,Nashik,3.5,FB146,Farm B,FarmTech Supplies,Equipment,Cleaning & Sanitization,2026-08,2026,August,0.0,0.0
2026-08-15,V004,AC04,C003,Cucumber,630.0,270.0,16.5,25.9,65.0,6.2,1.5,0.0,In Progress,Nashik,4.0,FB147,Farm B,FarmTech Supplies,Equipment,Climate Monitoring,2026-08,2026,August,0.0,0.0
2026-08-17,V001,AC05,C002,Tomato,440.0,175.0,11.8,24.1,72.0,6.0,1.35,0.0,Done,Nashik,2.5,FB148,Farm B,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-08,2026,August,0.0,0.0
2026-08-19,V002,AC02,C004,Spinach,480.0,195.0,13.0,24.5,69.0,6.1,1.25,0.0,Done,Nashik,3.0,FB149,Farm B,Aqua Solutions,Irrigation,Fertigation,2026-08,2026,August,0.0,0.0
2026-08-21,V003,AC04,C003,Cucumber,650.0,0.0,17.0,25.3,65.0,6.1,1.55,130.0,Done,Nashik,5.5,FB150,Farm B,AgroCare,Pesticide,Climate Monitoring,2026-08,2026,August,20.0,7.647058823529412
2026-06-01,V001,AC01,C001,Lettuce,407.0,189.0,12.5,24.7,67.0,6.2,1.25,0.0,Done,Satara,4.0,FC001,Farm C,GreenGrow Agro,Fertilizer,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-02,V003,AC04,C003,Cucumber,504.0,232.0,14.3,25.4,64.0,6.0,1.55,0.0,Done,Satara,3.0,FC002,Farm C,AgroCare,Pesticide,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-03,V005,AC01,C003,Cucumber,540.0,253.0,15.0,26.0,65.0,6.1,1.5,0.0,Done,Satara,3.5,FC003,Farm C,FreshCrop Agro,Seeds,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-04,V003,AC01,C001,Lettuce,390.0,164.0,10.8,24.1,73.0,6.0,1.32,0.0,Pending,Satara,2.5,FC004,Farm C,AgroCare,Pesticide,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-05,V003,AC04,C003,Cucumber,449.0,0.0,12.8,24.5,69.0,6.1,1.28,126.0,Done,Satara,5.0,FC005,Farm C,AgroCare,Pesticide,Climate Monitoring,2026-06,2026,June,28.06236080178174,9.84375
2026-06-06,V004,AC01,C001,Lettuce,545.0,237.0,14.7,25.4,65.0,6.0,1.59,0.0,Done,Satara,3.5,FC006,Farm C,FarmTech Supplies,Equipment,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-07,V005,AC04,C002,Tomato,571.0,248.0,15.0,25.8,65.0,6.2,1.47,0.0,Done,Satara,3.0,FC007,Farm C,FreshCrop Agro,Seeds,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-08,V005,AC02,C003,Cucumber,342.0,172.0,10.8,24.3,72.0,6.1,1.37,0.0,In Progress,Satara,2.5,FC008,Farm C,FreshCrop Agro,Seeds,Fertigation,2026-06,2026,June,0.0,0.0
2026-06-09,V001,AC04,C003,Cucumber,421.0,199.0,13.2,24.5,68.0,6.0,1.32,0.0,Done,Satara,3.5,FC009,Farm C,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-10,V001,AC01,C001,Lettuce,534.0,0.0,14.5,25.6,64.0,6.0,1.55,144.0,Done,Satara,6.0,FC010,Farm C,GreenGrow Agro,Fertilizer,Irrigation,2026-06,2026,June,26.96629213483146,9.931034482758621
2026-06-11,V001,AC04,C003,Cucumber,560.0,250.0,15.0,25.8,66.0,6.2,1.52,0.0,Done,Satara,3.0,FC011,Farm C,GreenGrow Agro,Fertilizer,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-12,V003,AC04,C004,Spinach,347.0,159.0,10.5,24.1,72.0,6.0,1.35,0.0,Done,Satara,2.5,FC012,Farm C,AgroCare,Pesticide,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-13,V002,AC02,C003,Cucumber,417.0,195.0,12.8,24.7,68.0,6.1,1.3,0.0,Done,Satara,4.0,FC013,Farm C,Aqua Solutions,Irrigation,Fertigation,2026-06,2026,June,0.0,0.0
2026-06-14,V001,AC01,C001,Lettuce,518.0,238.0,14.5,25.4,63.0,6.1,1.57,0.0,Done,Satara,3.5,FC014,Farm C,GreenGrow Agro,Fertilizer,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-15,V004,AC04,C003,Cucumber,537.0,0.0,15.7,25.8,66.0,6.2,1.5,165.0,Done,Satara,5.5,FC015,Farm C,FarmTech Supplies,Equipment,Climate Monitoring,2026-06,2026,June,30.726256983240223,10.509554140127388
2026-06-16,V005,AC01,C001,Lettuce,368.0,164.0,11.0,24.3,72.0,5.9,1.35,0.0,Done,Satara,3.0,FC016,Farm C,FreshCrop Agro,Seeds,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-17,V002,AC03,C002,Tomato,427.0,182.0,13.0,24.5,68.0,6.2,1.28,0.0,Pending,Satara,4.0,FC017,Farm C,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-18,V004,AC04,C004,Spinach,550.0,239.0,14.7,25.6,65.0,6.0,1.55,0.0,Done,Satara,3.5,FC018,Farm C,FarmTech Supplies,Equipment,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-19,V003,AC01,C003,Cucumber,562.0,254.0,15.4,26.0,64.0,6.2,1.54,0.0,Done,Satara,3.0,FC019,Farm C,AgroCare,Pesticide,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-20,V001,AC02,C001,Lettuce,345.0,0.0,10.8,24.1,73.0,6.0,1.39,110.0,Done,Satara,5.0,FC020,Farm C,GreenGrow Agro,Fertilizer,Fertigation,2026-06,2026,June,31.88405797101449,10.185185185185185
2026-06-21,V003,AC04,C001,Lettuce,452.0,188.0,13.2,24.7,68.0,6.1,1.28,0.0,Done,Satara,3.5,FC021,Farm C,AgroCare,Pesticide,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-22,V001,AC05,C004,Spinach,519.0,221.0,14.3,25.8,65.0,6.0,1.52,0.0,Done,Satara,4.0,FC022,Farm C,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-06,2026,June,0.0,0.0
2026-06-23,V002,AC03,C001,Lettuce,570.0,254.0,15.4,25.8,66.0,6.2,1.52,0.0,Pending,Satara,3.5,FC023,Farm C,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-24,V002,AC03,C001,Lettuce,337.0,160.0,11.2,24.0,72.0,6.1,1.35,0.0,Done,Satara,2.5,FC024,Farm C,Aqua Solutions,Irrigation,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-25,V005,AC05,C001,Lettuce,432.0,0.0,13.0,24.5,69.0,6.0,1.32,129.0,Done,Satara,4.5,FC025,Farm C,FreshCrop Agro,Seeds,Plant Health Scouting,2026-06,2026,June,29.86111111111111,9.923076923076923
2026-06-26,V004,AC01,C002,Tomato,495.0,239.0,14.3,25.4,64.0,6.1,1.57,0.0,Done,Satara,3.5,FC026,Farm C,FarmTech Supplies,Equipment,Irrigation,2026-06,2026,June,0.0,0.0
2026-06-27,V004,AC04,C001,Lettuce,582.0,236.0,15.4,26.0,66.0,6.2,1.52,0.0,In Progress,Satara,3.0,FC027,Farm C,FarmTech Supplies,Equipment,Climate Monitoring,2026-06,2026,June,0.0,0.0
2026-06-28,V003,AC02,C002,Tomato,380.0,164.0,10.8,24.1,73.0,6.0,1.35,0.0,Done,Satara,2.5,FC028,Farm C,AgroCare,Pesticide,Fertigation,2026-06,2026,June,0.0,0.0
2026-06-29,V001,AC03,C002,Tomato,419.0,184.0,13.0,24.4,69.0,6.1,1.28,0.0,Done,Satara,3.0,FC029,Farm C,GreenGrow Agro,Fertilizer,Cleaning & Sanitization,2026-06,2026,June,0.0,0.0
2026-06-30,V004,AC01,C003,Cucumber,547.0,0.0,14.5,25.6,64.0,6.1,1.57,147.0,Done,Satara,5.5,FC030,Farm C,FarmTech Supplies,Equipment,Irrigation,2026-06,2026,June,26.87385740402194,10.137931034482758
2026-07-01,V003,AC01,C001,Lettuce,573.0,238.0,15.2,25.8,65.0,6.2,1.5,0.0,Done,Satara,4.0,FC031,Farm C,AgroCare,Pesticide,Irrigation,2026-07,2026,July,0.0,0.0
2026-07-02,V001,AC05,C002,Tomato,342.0,159.0,11.0,24.3,72.0,6.0,1.35,0.0,Pending,Satara,2.5,FC032,Farm C,GreenGrow Agro,Fertilizer,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-03,V002,AC05,C003,Cucumber,444.0,198.0,13.5,24.5,68.0,6.1,1.3,0.0,Done,Satara,3.5,FC033,Farm C,Aqua Solutions,Irrigation,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-04,V004,AC05,C004,Spinach,526.0,224.0,14.5,25.4,64.0,6.0,1.55,0.0,Done,Satara,3.5,FC034,Farm C,FarmTech Supplies,Equipment,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-05,V001,AC01,C003,Cucumber,576.0,0.0,15.0,26.0,66.0,6.1,1.5,167.0,Done,Satara,5.5,FC035,Farm C,GreenGrow Agro,Fertilizer,Irrigation,2026-07,2026,July,28.993055555555557,11.133333333333333
2026-07-06,V003,AC03,C002,Tomato,379.0,170.0,11.2,24.0,73.0,6.0,1.37,0.0,Done,Satara,3.0,FC036,Farm C,AgroCare,Pesticide,Cleaning & Sanitization,2026-07,2026,July,0.0,0.0
2026-07-07,V003,AC02,C001,Lettuce,421.0,182.0,13.2,24.7,68.0,6.1,1.25,0.0,Done,Satara,4.0,FC037,Farm C,AgroCare,Pesticide,Fertigation,2026-07,2026,July,0.0,0.0
2026-07-08,V005,AC05,C004,Spinach,509.0,238.0,14.7,25.6,65.0,6.0,1.55,0.0,Done,Satara,3.5,FC038,Farm C,FreshCrop Agro,Seeds,Plant Health Scouting,2026-07,2026,July,0.0,0.0
2026-07-09,V002,AC01,C001,Lettuce,562.0,237.0,15.2,26.0,66.0,6.2,1.54,0.0,Done,Satara,3.5,FC039,Farm C,Aqua Solutions,Irrigation,Irrigation,2026-07,2026,July,0.0,0.0
